time_ms,cpu_usage,queue_length,active_workers
20371,110,35,8
20382,110,35,8
20393,140,34,8
20406,170,34,8
20418,170,29,8
20431,170,30,8
20443,170,30,8
20456,170,31,8
20467,170,32,8
20478,170,32,8
20491,170,33,8
20504,170,33,8
20515,170,34,8
20526,170,34,8
20539,170,34,8
20550,170,35,8
20562,170,35,8
20573,170,36,8
20584,170,36,8
20596,110,35,8
20609,110,34,8
20619,170,30,8
20632,170,30,8
20643,170,31,8
20656,170,31,8
20666,170,32,8
20678,170,32,8
20689,170,33,8
20699,170,33,8
20709,170,34,8
20720,170,34,8
20731,170,35,8
20743,170,35,8
20756,170,35,8
20767,170,36,8
20779,170,36,8
20792,170,35,8
20805,140,34,8
20816,140,35,8
20828,170,30,8
20841,170,31,8
20852,170,32,8
20862,170,32,8
20874,170,32,8
20884,170,33,8
20897,170,33,8
20909,170,34,8
20922,170,34,8
20933,170,35,8
20944,170,35,8
20957,170,36,8
20968,170,37,8
20978,170,37,8
20989,170,36,8
21000,170,36,8
21012,170,35,8
21025,140,31,8
21035,140,32,8
21048,140,32,8
21060,140,33,8
21071,140,33,8
21083,140,34,8
21095,140,34,8
21107,140,34,8
21121,140,35,8
21141,140,36,8
21156,140,36,8
21185,140,37,8
21200,170,35,8
21226,110,30,8
21238,110,30,8
21248,110,31,8
21259,110,31,8
21272,110,32,8
21282,110,32,8
21294,110,33,8
21305,110,33,8
21318,110,34,8
21368,110,35,8
21381,110,35,8
21391,110,36,8
21407,140,34,8
21419,140,35,8
21429,170,29,8
21441,170,30,8
21452,170,30,8
21462,170,31,8
21473,170,31,8
21483,170,32,8
21494,170,32,8
21506,170,33,8
21519,170,33,8
21530,170,34,8
21543,170,34,8
21555,170,35,8
21566,170,36,8
21578,170,36,8
21588,170,36,8
21599,110,35,8
21609,110,36,8
21622,110,35,8
21632,170,31,8
21643,170,31,8
21656,170,31,8
21667,170,32,8
21678,170,32,8
21691,170,33,8
21703,170,34,8
21716,170,34,8
21728,170,35,8
21740,170,35,8
21750,170,35,8
21762,170,36,8
21775,170,36,8
21788,170,37,8
21799,170,38,8
21818,170,36,8
21829,140,36,8
21840,170,31,8
21850,170,32,8
21863,170,32,8
21876,170,33,8
21890,170,33,8
21902,170,34,8
21913,170,34,8
21923,170,34,8
21938,170,35,8
21949,170,36,8
21960,170,36,8
21971,170,36,8
21985,170,37,8
22007,170,36,8
22018,170,37,8
22038,170,36,8
22049,140,32,8
22059,140,32,8
22072,140,33,8
22083,140,34,8
22095,140,34,8
22107,140,35,8
22120,140,35,8
22132,140,36,8
22143,140,36,8
22156,140,37,8
22166,140,37,8
22178,140,38,8
22189,140,38,8
22199,140,39,8
22209,170,37,8
22222,170,37,8
22233,170,38,8
22244,170,37,8
22257,110,33,8
22267,110,33,8
22278,110,34,8
22291,110,34,8
22304,110,35,8
22315,110,35,8
22326,110,36,8
22339,110,36,8
22350,110,37,8
22362,110,37,8
22373,110,38,8
22383,110,38,8
22394,110,39,8
22405,100,38,8
22417,140,38,8
22428,140,38,8
22441,140,39,8
22453,170,38,8
22466,170,34,8
22478,170,34,8
22488,170,35,8
22499,170,35,8
22509,170,36,8
22522,170,36,8
22534,170,37,8
22546,170,37,8
22557,170,38,8
22568,170,38,8
22581,170,38,8
22593,170,39,8
22603,170,39,8
22615,110,38,8
22628,110,39,8
22640,110,39,8
22650,110,39,8
22662,170,34,8
22675,170,34,8
22688,170,35,8
22699,170,36,8
22709,170,36,8
22721,170,37,8
22732,170,37,8
22743,170,38,8
22754,170,38,8
22765,170,38,8
22776,170,39,8
22789,170,39,8
22799,170,40,8
22811,170,40,8
22832,170,39,8
22846,170,40,8
22857,140,39,8
22869,170,35,8
22881,170,35,8
22892,170,36,8
22904,170,36,8
22916,170,37,8
22928,170,37,8
22941,170,38,8
22952,170,38,8
22968,170,39,8
22979,170,39,8
22991,170,40,8
23002,170,40,8
23015,170,41,8
23026,170,39,8
23039,170,40,8
23050,170,41,8
23061,170,40,8
23071,140,36,8
23082,140,36,8
23094,140,37,8
23106,140,37,8
23118,140,38,8
23129,140,38,8
23139,140,39,8
23150,140,39,8
23162,140,40,8
23175,140,40,8
23186,140,41,8
23199,140,41,8
23209,140,42,8
23222,140,42,8
23233,170,41,8
23247,170,41,8
23259,170,42,8
23272,110,36,8
23282,110,37,8
23293,110,37,8
23306,110,38,8
23316,110,38,8
23328,110,39,8
23340,110,39,8
23350,110,40,8
23362,110,40,8
23375,110,41,8
23387,110,41,8
23399,110,42,8
23414,110,42,8
23426,110,43,8
23437,140,41,8
23449,140,42,8
23459,140,42,8
23472,170,37,8
23483,170,37,8
23495,170,38,8
23508,170,38,8
23519,170,39,8
23532,170,39,8
23542,170,40,8
23555,170,40,8
23565,170,41,8
23576,170,42,8
23587,170,42,8
23599,170,43,8
23610,170,43,8
23623,170,44,8
23634,170,44,8
23646,110,43,8
23656,110,43,8
23667,110,43,8
23678,170,38,8
23690,170,39,8
23700,170,39,8
23712,170,40,8
23724,170,40,8
23736,170,41,8
23749,170,41,8
23759,170,42,8
23771,170,42,8
23782,170,43,8
23793,170,44,8
23806,170,44,8
23816,170,45,8
23827,170,45,8
23837,160,45,7
23848,170,44,8
23859,170,44,8
23873,140,44,8
23891,170,40,8
23901,170,40,8
23918,170,41,8
23930,170,42,8
23943,170,42,8
23964,170,43,8
23989,170,44,8
24000,170,44,8
24010,170,44,8
24022,170,45,8
24033,170,45,8
24047,170,44,8
24060,170,44,8
24073,170,44,8
24083,140,39,8
24094,140,40,8
24106,140,40,8
24117,140,41,8
24128,140,41,8
24139,140,42,8
24151,140,42,8
24163,140,43,8
24176,140,43,8
24189,140,44,8
24199,140,44,8
24211,140,45,8
24224,140,45,8
24237,140,46,8
24249,170,44,8
24259,170,45,8
24270,170,45,8
24282,170,45,8
24293,110,40,8
24305,110,41,8
24316,110,41,8
24329,110,42,8
24339,110,42,8
24350,110,43,8
24362,110,43,8
24374,110,44,8
24384,110,44,8
24396,110,45,8
24407,110,45,8
24419,110,46,8
24432,110,46,8
24443,110,47,8
24456,140,46,8
24466,140,46,8
24479,140,46,8
24492,170,41,8
24503,170,42,8
24515,170,42,8
24525,170,43,8
24538,170,43,8
24551,170,44,8
24562,170,44,8
24573,170,45,8
24586,170,45,8
24599,170,46,8
24609,170,46,8
24620,170,46,8
24632,170,46,8
24644,170,46,8
24657,110,44,8
24667,110,44,8
24698,110,44,8
24723,170,38,8
24734,170,38,8
24745,170,38,8
24757,170,38,8
24768,170,38,8
24778,170,38,8
24789,170,38,8
24803,170,38,8
24815,170,38,8
24829,170,38,8
24847,170,38,8
24857,170,36,8
24869,170,36,8
24882,170,36,8
24893,170,36,8
24906,170,31,8
24916,170,30,8
24928,170,30,8
24938,170,30,8
24950,170,30,8
24960,170,30,8
24972,170,30,8
24983,170,30,8
24996,170,30,8
25007,170,30,8
25019,170,30,8
25029,170,30,8
25041,170,30,8
25052,160,29,6
25064,170,28,8
25096,170,28,8
25111,70,24,7
25144,140,22,8
25154,140,22,8
25165,140,22,8
25178,140,22,8
25190,140,22,8
25203,140,22,8
25218,140,22,8
25228,140,22,8
25241,140,22,8
25253,140,22,8
25265,170,20,8
25277,170,20,8
25289,170,20,8
25300,170,20,8
25311,170,20,8
25321,140,15,8
25334,110,14,8
25344,110,14,8
25356,110,14,8
25366,110,14,8
25379,110,14,8
25390,110,14,8
25402,110,14,8
25412,110,14,8
25425,110,14,8
25438,110,14,8
25449,110,14,8
25459,140,12,8
25472,140,12,8
25485,140,12,8
25498,140,12,8
25511,140,12,8
25523,170,7,8
25536,160,6,8
25548,170,6,8
25560,170,6,8
25571,170,6,8
25582,170,6,8
25593,170,6,8
25604,170,6,8
25616,170,6,8
25628,170,6,8
25639,170,6,8
25650,170,6,8
25663,140,5,8
25674,110,4,8
25686,110,4,8
25696,110,4,8
25709,110,4,8
25720,160,0,7
25732,160,0,7
25745,150,0,6
25757,150,0,6
25770,150,0,6
25781,150,0,6
25792,150,0,6
25802,150,0,6
25814,150,0,6
25826,150,0,6
25837,150,0,6
25848,150,0,6
25860,150,0,6
25873,130,0,4
25887,130,0,4
25900,130,0,4
25912,130,0,4
25922,50,0,2
